Дата;ID сообщения;Заголовок;Текст;Источник;Url;Тип источника;Язык;Инфоповод
29.03.2017 10:41;675705;Социальная сеть LinkedIn зарегистрировалась в ФНС;"Социальная сеть LinkedIn американского производителя, которая ранее была заблокирована в России, зарегистрировалась в Федеральной Налоговой Службе. Таким образом, правообладатели LinkedIn показали готовность платить 18% НДС с оказанных интернет-услугам российским пользователям. 
 

 В списке ФНС уже насчитывается 128 зарубежных интернет-компаний, которые будут платить налоги в России начиная с 25 апреля. И этого списка самые известные – это Google, Amazon, Apple, Alibaba, Netflix, GoDaddy, Microsoft и др». 
 
Стоит напомнить, что 7 марта американская социальная сеть LinkedIn отказалась выполнять требования Роскомнадзора о хранении персональных данных пользователей России, тем не менее, это не помешала компании зарегистрироваться в ФНС. Представители компании заявили, что серверы и дальше будут доступны на русском зыке, так как компания надеется на возобновление работы в РФ.";vistanews.ru;https://vistanews.ru/computers/internet/125856;Новости;Русский;LinkedIn
29.03.2017 10:46;676207;LinkedIn стала российским резидентом;© Лайфхакер Американская соцсеть зарегистрировалась в ФНС, чтобы платить российский «налог на Google».Заблокированная в России американская соцсеть LinkedIn зарегистрировалась в Федеральной налоговой службе (ФНС) в качестве налогоплательщика. Тем самым она изъявила готовность платить 18% НДС с оказанных россиянам интернет-услуг.В списке ФНС (есть у «Известий») уже 128 иностранных интернет-фирм. Все они начнут платить в России налоги ежеквартально начиная с 25 апреля. Это в числе прочих  Google, Amazon, Apple, Alibaba, Netflix, GoDaddy, Microsoft и др.7 марта Роскомнадзор сообщил о получении письма от вице-президента LinkedIn Corporation по международной публичной политике Пабло Чавеса. Он сообщал, что компания не готова устранить нарушения российского законодательства. LinkedIn отказалась исполнить требование о хранении персональных данных российских граждан на территории России. За неисполнение этого требования Роскомнадзор в прошлом году заблокировал работу LinkedIn в России. Тем не менее в LinkedIn зарегистрировалась в ФНС. — LinkedIn будет по-прежнему доступна на русском языке, и мы надеемся, что сможем восстановить сервис в России в будущем, — заявили «Известиям» в пресс-службе корпорации. — Мы разочарованы действиями Роскомнадзора по блокировке LinkedIn, поскольку он лишает доступа к нашим услугам для пользователей в России. Мы считаем, что соблюдаем все применимые законы. Но, несмотря на переговоры с Роскомнадзором, мы не смогли достичь понимания, которое позволило бы снять блокировку.Соцсеть LinkedIn куплена компанией Microsoft, которая также зарегистрировалась в ФНС. Судьбу LinkedIn в России в пресс-службе Microsoft комментировать не стали. — Microsoft зарегистрировалась в системе ФНС и будет предоставлять соответствующую отчетность, — заявили в московском офисе компании.Закон о введении НДС на продажи электронных услуг (он получил в прессе название «налога на Google») подписан президентом РФ летом 2016 года. Авторы законопроекта — депутаты Андрей Луговой и Владимир Парахин — сочли несправедливым, что российские компании платят НДС при оказании электронных услуг (продаже софта в онлайн-магазинах и др.), а иностранные — Google, Apple и др. — не платят. Главный аналитик Российской ассоциации электронных коммуникаций (РАЭК) Карен Казарян рассказал, что компании, получившей статус налогового агента, необходимо завести «кабинет налогоплательщика» на сайте ФНС, использовать российскую электронную подпись и открыть счет в банке. Казарян также отметил, что процедура проверки корректности выплат сложна. — Такие механизмы существуют на международном уровне, но они очень сложные, — уточнил Карен Казарян.Кандидат юридических наук, директор Института актуальной экономики Никита Исаев сообщил, что если LinkedIn не осуществляет деятельность в России, компания может подать в ФНС так называемый «нулевой отчет». Карен Казарян уверен, что, поскольку LinkedIn теперь принадлежит Microsoft, то соцсеть вернется в Россию.— Microsoft умеет вести диалог и договариваться с российскими органами власти, — резюмировал Карен Казарян.В ФНС от комментариев воздержались.;audit-it.ru;https://www.audit-it.ru/news/account/902557.html;Новости;Русский;LinkedIn
29.03.2017 10:47;675746;LinkedIn зарегистрировалась в ФНС, чтобы платить «налог на Google»;shares               Заблокированная в России социальная сеть для профессиональных контактов LinkedIn зарегистрировалась в Федеральной налоговой службе (ФНС) в качестве налогоплательщика. Как  сообщают  «Известия», тем самым LinkedIn выражает свою готовность платить 18% НДС с оказанных россиянам интернет-услуг. Напомним, в августе 2016 года LinkedIn  была заблокирована  в России по решению Таганского суда Москвы. Суд тогда удовлетворил иск Роскомнадзора о том, что LinkedIn не соблюдает закон о хранении персональных данных россиян на территории РФ. С 1 января иностранные компании, торгующие на территории России электронным контентом, должны платить НДС. Соответствующие поправки в Налоговый кодекс  были приняты  летом 2016 года и получили название «налог на Google». По подсчетам авторов законопроекта, нововведение принесет бюджету ежегодно 10 млрд рублей. Как сообщают «Известия», на данный момент 128 иностранных компаний зарегистрировались в ФНС России, в том числе Google, Amazon, Apple, Alibaba, Netflix, Microsoft и другие. shares;msk.bezformata.ru;http://moskva.bezformata.ru/listnews/linkedin-zaregistrirovalas-v-fns-chtobi/56092190/;Новости;Русский;LinkedIn
29.03.2017 10:55;675802;Патриотическое воспитание молодежи придет в соцсети;"Для работы с молодежной аудиторией Минобрнауки заказало разработку стратегии позиционирования во «ВКонтакте», «Одноклассниках» и Facebook. В Минобрнауки заказали соответствующую стратегию развития.  «При этом целесообразно использовать современные интернет-технологии, популярные в молодежной среде соцсети и иные интерактивные ресурсы», – указано в документации конкурса. Подрядчик должен разработать способы воздействия через популярные интернет-площадки с привлечением блогеров. Все это позволит как минимум на четверть увеличить аудиторию министерства к концу года. Сейчас на ведомство подписано более 300 тыс. человек. Озвучена и начальная цена контракта – 8 млн. руб. Эксперты полагают, что сумма по современным меркам небольшая, а топовые блогеры не станут работать за «спасибо», что может отразится на качестве контента. Кроме того, специалисты рынка советуют присмотреться к опыту Роскомнадзора, у которого, по их мнению, налажена работа с аудиторией, - передают  ""Известия""  .    ";arhangelsk.bezformata.ru;http://arhangelsk.bezformata.ru/listnews/vospitanie-molodezhi-pridet-v-sotcseti/56092591/;Новости;Русский;Патриотическое воспитание
29.03.2017 10:55;675773;Соцсеть LinkedIn зарегистрировалась в российской ФНС;Калифорния. США. Социальная сеть LinkedIn зарегистрировалась в Федеральной налоговой службе России в качестве налогоплательщика. Компания подтвердила готовность платить налог с оказанных россиянам интернет-услуг в размере 18%, сообщает «Лайф».Закон о введении налога за продажу электронных услуг приняли летом 2016 года. Его авторы посчитали несправедливым, что иностранные интернет-компании не платят налоги, в отличие от российских.Пресс-службе LinkedIn отметила, что «LinkedIn будет по-прежнему доступна на русском языке, и мы надеемся, что сможем восстановить сервис в России в будущем». Главный аналитик Российской ассоциации электронных коммуникаций Карен Казарян допустил возвращение соцсети в Россию.17 ноября 2016 года Роскомнадзор внес LinkedIn в Реестр нарушителей закона о персональных данных и заблокировал соцсеть. ;susanin.udm.ru;https://susanin.news/world/society/20170329-234313/;Новости;Русский;LinkedIn
29.03.2017 10:57;675737;В тюменской библиотеке детям перестанут выдавать книги по магии;"В Тюмени аккредитованные Роскомнадзором эксперты проанализировали книги по колдовству из фондов Тюменской областной научной библиотеки и пришли к выводу, что детям их читать нельзя.   В феврале ТОНБ попросила провести экспертизу двух учебников по магии центр социальной помощи семье и детям ""Семья"". Это единственная организация в городе, у которой есть аккредитация Роскомнадзора на такие работы. В марте экспертиза была завершена — обе книжки получили классификацию ""18+"", со ссылкой на экспертное заключение  сообщают   ""Известия"". Так, в нем отмечается, что в одном из изданий для спасения умирающего советуют разложить вокруг тела по кругу тринадцать голов убитых кур, а затем забить черного козла и лить больному на ноги теплую кровь. Во втором учебнике рассказывается о выкапывании мертвецов для магических обрядов и о методах борьбы с вампирами — включая отделение головы вурдалака от туловища.   ""Экспертиза была сложная. Научной методологии для оценки эзотерической литературы не существует. Но такая информация — не для детей"", — рассказал ""Известиям"" заместитель директора центра ""Семья"" Наиль Гибадуллин .   В России знаки возрастных ограничений присваиваются всем выпущенным с 2012 года книгам. Упомянутые учебники по колдовству вышли в свет раньше. Как пояснила изданию директор библиотеки Ольга Адамович , они не требуют обязательной возрастной классификации, но их содержание вызвало вопросы у сотрудников. ";newsprom.ru;http://newsprom.ru/news/Obschestvo/229710.html;Новости;Русский;Учебники магии
29.03.2017 10:58;676154;"LinkedIn согласилась платить в России ""налог на Google""";"&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Американская соцсеть LinkedIn будет платить 18% НДС с оказанных россиянам интернет-услуг. Для этого заблокированная в России LinkedIn зарегистрировалась в Федеральной налоговой службе (ФНС) в качестве налогоплательщика, пишут ""Известия"".&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp;&nbsp;&nbsp; В списке ФНС уже 128 иностранных интернет-фирм. Это в числе прочих Google, Amazon, Apple, Alibaba, Netflix, GoDaddy, Microsoft и др. Все они начнут платить в России налоги ежеквартально начиная с 25 апреля.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp;&nbsp;&nbsp; LinkedIn в свое время отказалась исполнить требование о хранении персональных данных российских граждан на территории России. За неисполнение этого требования Роскомнадзор в прошлом году заблокировал работу соцсети в России. Тем не менее LinkedIn зарегистрировалась в ФНС.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp;&nbsp;&nbsp; ""LinkedIn будет по-прежнему доступна на русском языке, и мы надеемся, что сможем восстановить сервис в России в будущем, - заявили ""Известиям"" в пресс-службе соцсети. - Мы разочарованы действиями Роскомнадзора по блокировке LinkedIn, поскольку он лишает доступа к нашим услугам для пользователей в России. Мы считаем, что соблюдаем все применимые законы. Но, несмотря на переговоры с Роскомнадзором, мы не смогли достичь понимания, которое позволило бы снять блокировку"".&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Судьбу LinkedIn в России в пресс-службе Microsoft комментировать не стали.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Закон о введении НДС на продажи электронных услуг (он получил в прессе название ""налога на Google"") подписан президентом РФ летом 2016 года. Авторы законопроекта - депутаты Андрей Луговой и Владимир Парахин - сочли несправедливым, что российские компании платят НДС при оказании электронных услуг (продаже софта в онлайн-магазинах и др.), а иностранные - Google, Apple и др. - не платят.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Соцсеть LinkedIn куплена корпорацией Microsoft, которая также зарегистрировалась в ФНС. Главный аналитик Российской ассоциации электронных коммуникаций (РАЭК) Карен Казарян ранее выразил уверенность, что, поскольку LinkedIn теперь принадлежит Microsoft, то соцсеть вернется в Россию. (Интерфакс) &nbsp;&nbsp;";inline.ru;http://www.inline.ru/gonews.asp?NewsID=443297&UserID=480274257;Новости;Русский;LinkedIn
29.03.2017 11:00;675937;Патриотическое воспитание молодежи придет в соцсети;Для работы с молодежной аудиторией Минобрнауки заказало разработку стратегии позиционирования во «ВКонтакте», «Одноклассниках» и FacebookПатриотическое воспитание молодежи придет в «ВКонтакте», «Одноклассники» и Facebook.Об этом «Известиям» сообщили в Минобрнауки, которое заказало соответствующую стратегию развития.«При этом целесообразно использовать современные интернет-технологии, популярные в молодежной среде соцсети и иные интерактивные ресурсы», – указано в документации конкурса.Подрядчик должен разработать способы воздействия через популярные интернет-площадки с привлечением блогеров. Все это позволит как минимум на четверть увеличить аудиторию министерства к концу года. Сейчас на ведомство подписано более 300 тыс. человек. Озвучена и начальная цена контракта – 8 млн. руб.Эксперты полагают, что сумма по современным меркам небольшая, а топовые блогеры не станут работать за «спасибо», что может отразится на качестве контента.Кроме того, специалисты рынка советуют присмотреться к опыту Роскомнадзора, у которого, по их мнению, налажена работа с аудиторией.Подробнее читайте в эксклюзивном материале «Известий»: Патриотизм воспитают в социальных сетях http://izvestia.ru/news/674413;gorodskoyportal.ru;http://gorodskoyportal.ru/ulianovsk/news/news/33578443/;Новости;Русский;Патриотическое воспитание
29.03.2017 11:01;677150;Спецкомиссия будет принимать решение о блокировке сайтов — Кабмин РФ;Соответствующее распоряжение появилось на сайте кабмина.  В соответствии с принятыми нормами, Роскомнадзор наделяется правом формировать «в особо сложных случаях» межведомственную комиссию, которая и будет принимать решение о запрете публичного распространения той либо иной информации. Отмечается, что принятые решения ориентированы на повышение эффективности работы уполномоченных органов и оператора цельного реестра сайтов, содержащих запрещенную информацию. Кроме того, с суток до 7-ми суток вырос срок направления в Роскомнадзор информации о решении, принятом по итогам рассмотрения в межведомственной экспертной комиссии. Руководство Российской Федерации внесло изменения в порядок ограничения доступа к интернет-ресурсам, которые располагают информацию о наркотиках и иных психоактивных веществах, методах их изготовления и приобретения. Кроме того, власти увеличили срок направления в Роскомнадзор информации о решении, которое на основании результатов рассмотрения вопроса комиссией принял уполномоченный орган: Роскомнадзор, Роспотребнадзор, МВД и ФНС РФ. Кроме того, руководство увеличило срок подачи решения о запрете с одних до 7-ми суток.;odintsovo.ru;http://odintsovo.ru/news/speckomissiya-budet-prinimat-reshenie-o-blokirovke-saytov-kabmin-rf.html;Новости;Русский;Комиссия Роскомнадзора
29.03.2017 11:12;677101;Заблокированная в Российской Федерации социальная сеть Linkedin зарегистрировалась в ФНС;Социальная сеть LinkedIn, заблокированная на территории Российской Федерации, зарегистрировалась в Федеральной налоговой службе в качестве налогоплательщика.  Согласно информации издания, в список иностранных интернет-компаний, которые подали регистрацию в ФНС, входят 128 фирм: среди них Google, Amazon, Apple, Alibaba, Netflix, GoDaddy, Microsoft и другие. Как отмечает газета Известия, таким шагом компания показала готовность платить 18 процентов НДС с оказанным россиянам услуг.  Напомним, закон о введении налога за реализацию электронных услуг был принят летом 2016 года, его авторы сочли несправедливым, что зарубежные интернет-компании, в отличие от русских, не выплачивают налоги за предоставление электронных услуг. Роскомнадзор получил письмо от вице-президента социальная сеть Linkedin по международной публичной политике Пабло Чавеса.  При всем этом специалисты считают, что соцсеть вскоре вновь начнет работать в РФ, так как Microsoft умеет вести разговор с властями страны.;europravda.com.ua;http://europravda.com.ua/ru/577501-zablokirovannaya-v-rossiyskoy-federacii-socialnaya-set-linkedin-zaregistrirovalas-v-fns.html;Новости;Русский;LinkedIn
29.03.2017 11:17;675942;"LinkedIn согласилась платить в России ""налог на Google""";"Москва. 29 марта. INTERFAX.RU - Американская соцсеть LinkedIn будет платить 18% НДС с оказанных россиянам интернет-услуг. Для этого заблокированная в России LinkedIn зарегистрировалась в Федеральной налоговой службе (ФНС) в качестве налогоплательщика, пишут ""Известия"".

В списке ФНС уже 128 иностранных интернет-фирм. Это в числе прочих Google, Amazon, Apple, Alibaba, Netflix, GoDaddy, Microsoft и др. Все они начнут платить в России налоги ежеквартально начиная с 25 апреля.

LinkedIn в свое время отказалась исполнить требование о хранении персональных данных российских граждан на территории России. За неисполнение этого требования Роскомнадзор в прошлом году заблокировал работу соцсети в России. Тем не менее LinkedIn зарегистрировалась в ФНС.

""LinkedIn будет по-прежнему доступна на русском языке, и мы надеемся, что сможем восстановить сервис в России в будущем, - заявили ""Известиям"" в пресс-службе соцсети. - Мы разочарованы действиями Роскомнадзора по блокировке LinkedIn, поскольку он лишает доступа к нашим услугам для пользователей в России. Мы считаем, что соблюдаем все применимые законы. Но, несмотря на переговоры с Роскомнадзором, мы не смогли достичь понимания, которое позволило бы снять блокировку"".

Судьбу LinkedIn в России в пресс-службе Microsoft комментировать не стали.

Закон о введении НДС на продажи электронных услуг (он получил в прессе название ""налога на Google"") подписан президентом РФ летом 2016 года. Авторы законопроекта - депутаты Андрей Луговой и Владимир Парахин - сочли несправедливым, что российские компании платят НДС при оказании электронных услуг (продаже софта в онлайн-магазинах и др.), а иностранные - Google, Apple и др. - не платят.

Соцсеть LinkedIn куплена корпорацией Microsoft, которая также зарегистрировалась в ФНС. Главный аналитик Российской ассоциации электронных коммуникаций (РАЭК) Карен Казарян ранее выразил уверенность, что, поскольку LinkedIn теперь принадлежит Microsoft, то соцсеть вернется в Россию.";interfax.ru;http://www.interfax.ru/business/555873;Новости;Русский;LinkedIn
29.03.2017 11:17;675805;Заблокированная в РФ соцсеть LinkedIn может вернуться;"Заблокированная в России американская соцсеть LinkedIn зарегистрировалась в Федеральной налоговой службе (ФНС) в качестве налогоплательщика. Тем самым она изъявила готовность платить 18% НДС с оказанных россиянам интернет-услуг, сообщают «Известия».




	 В списке ФНС уже 128 иностранных интернет-фирм. Все они начнут платить в России налоги ежеквартально начиная с 25 апреля. Это в числе прочих Google, Amazon, Apple, Alibaba, Netflix, GoDaddy, Microsoft и др.




	 7 марта Роскомнадзор сообщил о получении письма от вице-президента LinkedIn Corporation по международной публичной политике Пабло Чавеса. Он сообщал, что компания не готова устранить нарушения российского законодательства. LinkedIn отказалась исполнить требование о хранении персональных данных российских граждан на территории России. За неисполнение этого требования Роскомнадзор в прошлом году заблокировал работу LinkedIn в России. Тем не менее LinkedIn зарегистрировалась в ФНС.




	 «LinkedIn будет по-прежнему доступна на русском языке, и мы надеемся, что сможем восстановить сервис в России в будущем. Мы разочарованы действиями Роскомнадзора по блокировке LinkedIn, поскольку он лишает доступа к нашим услугам пользователей в России. Мы считаем, что соблюдаем все применимые законы. Но, несмотря на переговоры с Роскомнадзором, мы не смогли достичь понимания, которое позволило бы снять блокировку», заявили в пресс-службе корпорации.




	 Соцсеть LinkedIn куплена компанией Microsoft, которая также зарегистрировалась в ФНС. Судьбу LinkedIn в России в пресс-службе Microsoft комментировать не стали.




	 Закон о введении НДС на продажи электронных услуг (он получил в прессе название «налога на Google») подписан президентом РФ летом 2016 года. Авторы законопроекта – депутаты Андрей Луговой и Владимир Парахин – сочли несправедливым, что российские компании платят НДС при оказании электронных услуг (продаже софта в онлайн-магазинах и др.), а иностранные – Google, Apple и др. – не платят.




	 Главный аналитик Российской ассоциации электронных коммуникаций (РАЭК) Карен Казарян рассказал, что компании, получившей статус налогового агента, необходимо завести «кабинет налогоплательщика» на сайте ФНС, использовать российскую электронную подпись и открыть счет в банке. Казарян также отметил, что процедура проверки корректности выплат сложна.




	 Карен Казарян уверен, что, поскольку LinkedIn теперь принадлежит Microsoft, то соцсеть вернется в Россию: «Microsoft умеет вести диалог и договариваться с российскими органами власти».";yakutsk.ru;http://yakutsk.ru/news/hi_tech/zablokirovannaya_v_rf_sotsset_linkedin_mozhet_vernutsya/;Новости;Русский;LinkedIn
29.03.2017 11:18;675785;LinkedIn стала на налоговый учет;Североамериканская профессиональная социальная платформа зарегистрировалась в ФНС в качестве плательщика НДС — пишут журналисты «Известий». Таким образом, компания официально дала свое согласие на уплату налога на добавленную стоимость в размере 18% от стоимости реализованных на территории Российской Федерации цифровых услуг.Стоит отметить, что на учете ФНС в качестве плательщиков указанного выше налога уже состоит 128 зарубежных вендоров. Среди прочего, речь идет о корпорации Goofle Inc., интернет-ритейлере Amazon.com Inc., китайском холдинге Alibaba Group Holding, софтверном гиганте Microsoft Corporation, стриминговом сервисе Netflix и др.Согласно заявлению представителя социальной платформы, сделанному им в интервью журналистам «Известий», русскоязычная версия LinkedIn по-прежнему доступна, невзирая на блокировку в Российской Федерации. Представитель компании выразил уверенность в том, что рано или поздно социальной платформе удастся выработать с Роскомнадзором компромиссное решение.Напомним, что доступ к профессиональной социальной сети для российских пользователей был заблокирован с подачи надзорного ведомства в ноябре прошлого года. Компания отказалась локализовать серверные мощности с пользовательскими данными в территориальных пределах Российской Федерации, в связи с чем юристы Роскомнадзора обратились в суд с требованием о блокировке доступа к социальной сети LinkedIn. В начале текущего года надзорное ведомство потребовало от администрации интернет-магазинов Google Play и App Store удалить из свободного доступа фирменные мобильные приложения LinkedIn.Начиная с этого года иностранные IT-компании, работающие на российском рынке, обязаны уплачивать НДС с продажи софта, цифрового контента и услуг. Для этого им необходимо стать на налоговый учет в территориальных органах ФНС.;webvybory2012.ru;http://webvybory2012.ru/it/1756-linkedin-stala-na-nalogovyy-uchet.html;Новости;Русский;LinkedIn
29.03.2017 11:18;676307;«Известия»: LinkedIn зарегистрировалась в ФНС для выплаты «налога на Google»;Социальная сеть LinkedIn зарегистрировалась в Федеральной налоговой службе. Тем самым руководство компании согласилось платить 18% НДС с оказанных услуг, также известные как «налог на Google». Об этом сообщили «Известия».  По данным издания, в список ФНС вошли 128 интернет-компаний, в том числе LinkedIn, Google, Apple, Microsoft, Netflix и другие. С 25 апреля они начнут платить ежеквартальный налог за оказание услуг в России. Как пояснили в пресс-службе LinkedIn, в ближайшее время она намерена восстановить работу сервиса в России.   Мы разочарованы действиями Роскомнадзора по блокировке LinkedIn, поскольку он лишает доступа к нашим услугам для пользователей в России. Мы считаем, что соблюдаем все применимые законы. Но, несмотря на переговоры с Роскомнадзором, мы не смогли достичь понимания, которое позволило бы снять блокировку. пресс-служба LinkedIn  Социальная сеть с 2011 года принадлежит Microsoft, однако в компании отказались от комментариев по поводу её возвращения в Россию.Роскомнадзор приступил к блокировке LinkedIn в ноябре 2016 года. Причиной запрета социальной сети в России стало решение Таганского районного суда, который постановил заблокировать сервис за то, что он нарушает закон о хранении баз данных в России.В январе 2017 года руководство LinkedIn заявило, что намерено вернуться в Россию и сотрудничать с властями. Тогда вице-президент компании объяснил, что не может назвать точных сроков возобновления работы для российских пользователей и добавил, что пока «нет прогресса, о котором можно сообщить». В начале марта Роскомнадзор объявил, что вице-президент соцсети отказался хранить персональные данные пользователей на территории России.;tjournal.ru;https://tjournal.ru/42551-izvestiya-linkedin-zaregistrirovalas-v-fns-dlya-viplati-naloga-na-google;Новости;Русский;LinkedIn
29.03.2017 11:21;677152;РКН ограничил доступ к 23 тыс. интернет-ресурсов с пропагандой терроризма;Роскомнадзор проинформировал о блокировке не менее 23 тыс. интернет-страниц за пропаганду деятельности террористической группировки. Об этом сообщается в докладе ведомства, пишет odintsovo.ru.  Сообщается, что сделаны русскоязычные редакции, которые через интернет распространяют фильмы и электронные журналы. Отмечается, что активнее всего в web-сети интернет продвигаются видеоролики. Больше всего контента — треть общей массы — найдено во «ВКонтакте» и на YouTube. Всего русским правоохранительным органам известно о существовании 7-ми русскоязычных журналов террористов. Известно по крайней мере 5 известных фильмов, загруженных террористическими группировками на канал. Летом минувшего года сеть Твиттер объявила о блокировке около 235 тыс. аккаунтов за пропаганду терроризма за шесть месяцев.;odintsovo.ru;http://odintsovo.ru/news/rkn-ogranichil-dostup-k-23-tis-internet-resursov-s-propagandoy-terrorizma.html;Новости;Русский;ИГИЛ
29.03.2017 11:21;675789;Заблокированная в России соцсеть LinkedIn зарегистрировалась в ФНС;"Заблокированная в России американская соцсеть LinkedIn зарегистрировалась в Федеральной налоговой службе (ФНС) в качестве налогоплательщика, заявив о готовности платить 18% НДС с оказанных россиянам интернет-услуг, пишут &laquo;Известия&raquo;. Издание отмечает, что в списке ФНС зарегистрировано уже 128 иностранных интернет-фирм. Все они начнут платить в России налоги ежеквартально начиная с 25 апреля. Это в числе прочих транснациональные корпорации Google, Amazon, Apple, Alibaba, Netflix, GoDaddy и Microsoft. Ранее, 7 марта, Роскомнадзор сообщил о получении письма от вице-президента LinkedIn Corporation по международной публичной политике Пабло Чавеса. LinkedIn отказалась исполнить требование о хранении персональных данных российских граждан на территории России. За неисполнение этого требования Роскомнадзор в прошлом году заблокировал работу LinkedIn в России. Тем не менее, в LinkedIn зарегистрировалась в ФНС.  &laquo;LinkedIn будет по-прежнему доступна на русском языке, и мы надеемся, что сможем восстановить сервис в России в будущем. Мы разочарованы действиями Роскомнадзора по блокировке LinkedIn, поскольку он лишает доступа к нашим услугам для пользователей в России. Мы считаем, что соблюдаем все применимые законы. Но, несмотря на переговоры с Роскомнадзором, мы не смогли достичь понимания, которое позволило бы снять блокировку&raquo;, &mdash; заявили &laquo;Известиям&raquo; в пресс-службе корпорации.  Соцсеть LinkedIn принадлежит компании Microsoft, которая также зарегистрировалась в ФНС. Судьбу LinkedIn в России в пресс-службе Microsoft комментировать не стали.  &laquo;Microsoft зарегистрировалась в системе ФНС и будет предоставлять соответствующую отчётность&raquo;, &mdash; заявили в московском офисе компании.  Напомним, закон о введении НДС на продажи электронных услуг, получивший в СМИ название &laquo;налог на Google&raquo;, подписан президентом РФ летом 2016 года. Авторы законопроекта &mdash; депутаты Андрей Луговой и Владимир Парахин &mdash; сочли несправедливым, что российские компании платят НДС при оказании электронных услуг, а иностранные &mdash; Google, Apple и другие &mdash; не платят. Агентство новостей &laquo;Между строк&raquo; Фото: Reuters";mstrok.ru;https://mstrok.ru/news/zablokirovannaya-v-rossii-socset-linkedin-zaregistrirovalas-v-fns.html;Новости;Русский;LinkedIn
